X,palabras.word,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,grupo_palabras
13461,descansar,0,0,0,0,0,0,0,0,0,0,45
13462,quería,0,0,0,0,0,0,0,0,0,0,45
13463,comer,0,0,0,0,0,0,0,0,0,1,45
13464,empezó,0,0,0,0,0,0,0,0,0,0,45
13465,ponerse,0,0,0,0,0,0,0,0,0,0,45
13466,terco,0,0,0,0,0,0,0,0,0,0,45
13467,caprichoso,0,0,0,0,1,0,0,0,0,0,45
13468,kamala,0,0,0,0,0,0,0,0,0,0,45
13469,veía,0,0,0,0,0,0,0,0,0,0,45
13470,obligada,0,0,0,0,0,0,0,0,0,0,45
13471,detenerse,0,0,0,0,0,0,0,0,0,0,45
13472,constantemente,0,0,0,0,0,0,0,1,0,0,45
13473,niño,0,0,0,0,0,0,0,0,0,0,45
13474,acostumbrado,0,0,0,0,0,0,0,0,0,0,45
13475,imponer,0,0,0,0,0,0,0,0,0,0,45
13476,voluntad,0,0,0,0,0,0,0,0,0,0,45
13477,alimentarlo,0,0,0,0,0,0,0,0,0,0,45
13478,consolarlo,0,0,0,0,0,0,0,0,0,0,45
13479,reprenderlo,0,0,0,0,0,0,0,0,0,0,45
13480,pequeño,0,0,0,0,0,0,0,0,0,0,45
13481,comprendía,0,0,0,0,0,0,0,0,0,0,45
13482,debía,0,0,0,0,0,0,0,0,0,0,45
13483,hacer,0,0,0,0,0,0,0,0,0,1,45
13484,aquella,0,0,0,0,0,0,0,0,0,0,45
13485,triste,1,0,1,2,0,5,0,0,5,0,45
13486,penosa,0,0,0,0,0,0,0,0,0,0,45
13487,peregrinación,0,0,0,0,0,0,0,0,0,0,45
13488,madre,0,1,0,0,1,1,0,1,1,1,45
13489,hacia,0,0,0,0,0,0,0,0,0,0,45
13490,lugar,0,0,0,0,0,0,0,0,0,0,45
13491,desconocido,0,1,0,2,0,0,0,0,2,0,45
13492,ver,0,1,0,1,0,0,0,0,0,0,45
13493,hombre,0,0,0,0,0,0,0,0,0,0,45
13494,extraño,0,0,0,0,0,0,0,0,0,1,45
13495,santo,0,2,0,0,2,0,2,2,0,3,45
13496,muriendo,0,0,0,0,0,0,0,0,0,0,45
13497,pues,0,0,0,0,0,0,0,0,0,0,45
13498,importaba,0,0,0,0,0,0,0,0,0,0,45
13499,niño,0,0,0,0,0,0,0,0,0,0,45
13500,muerte,1,1,1,1,0,1,1,0,1,0,45
13501,aquel,0,0,0,0,0,0,0,0,0,0,46
13502,santo,0,2,0,0,2,0,2,2,0,3,46
13503,peregrinos,0,0,0,0,0,0,0,0,0,0,46
13504,hallaban,0,0,0,0,0,0,0,0,0,0,46
13505,lejos,0,0,0,0,0,0,0,0,0,0,46
13506,barca,0,0,0,0,0,0,0,0,0,0,46
13507,vasudeva,0,0,0,0,0,0,0,0,0,0,46
13508,pequeño,0,0,0,0,0,0,0,0,0,0,46
13509,siddhartha,0,0,0,0,0,0,0,0,0,0,46
13510,obligó,0,0,0,0,0,0,0,0,0,0,46
13511,madre,0,1,0,0,1,1,0,1,1,1,46
13512,hacer,0,0,0,0,0,0,0,0,0,1,46
13513,nuevo,0,0,0,0,0,0,0,0,0,0,46
13514,alto,0,0,0,0,0,0,0,0,1,0,46
13515,misma,0,0,0,0,0,0,0,0,0,0,46
13516,cansada,0,0,0,0,0,0,0,0,0,0,46
13517,mientras,0,0,0,0,0,0,0,0,0,0,46
13518,chiquillo,0,0,0,0,0,0,0,0,0,0,46
13519,comía,0,0,0,0,0,0,0,0,0,0,46
13520,plátano,0,0,0,0,0,0,0,0,0,0,46
13521,kamala,0,0,0,0,0,0,0,0,0,0,46
13522,dejó,0,0,0,0,0,0,0,0,0,0,46
13523,caer,0,0,0,0,0,1,0,0,2,0,46
13524,tierra,0,0,0,0,0,0,0,0,0,1,46
13525,cerró,0,0,0,0,0,0,0,0,0,0,46
13526,ojos,0,0,0,0,0,0,0,0,0,0,46
13527,relajó,0,0,0,0,0,0,0,0,0,0,46
13528,pronto,0,0,0,0,0,0,0,0,0,0,46
13529,lanzó,0,0,0,0,0,0,0,0,0,0,46
13530,grito,2,0,0,1,0,1,2,0,2,0,46
13531,dolor,0,0,1,2,0,7,0,0,7,0,46
13532,aterrorizado,0,0,0,0,0,0,0,0,0,0,46
13533,niño,0,0,0,0,0,0,0,0,0,0,46
13534,miró,0,0,0,0,0,0,0,0,0,0,46
13535,vio,0,0,0,0,0,0,0,0,0,0,46
13536,rostro,0,0,0,0,0,0,0,0,0,0,46
13537,empalidecer,0,0,0,0,0,0,0,0,0,0,46
13538,miedo,1,1,0,3,0,0,1,0,3,0,46
13539,debajo,0,0,0,0,0,0,0,0,0,0,46
13540,vestido,0,0,0,0,0,0,0,0,0,0,46
13541,escapó,0,0,0,0,0,0,0,0,0,0,46
13542,pequeña,0,0,0,0,0,0,0,0,0,0,46
13543,serpiente,0,0,2,2,0,0,0,0,2,0,46
13544,negra,0,0,0,0,0,0,0,0,0,0,46
13545,acababa,0,0,0,0,0,0,0,0,0,0,46
13546,morder,0,0,0,0,0,0,0,0,1,0,46
13547,kamala,0,0,0,0,0,0,0,0,0,0,46
13548,ambos,0,0,0,0,0,0,0,0,0,0,46
13549,echaron,0,0,0,0,0,0,0,0,0,0,46
13550,correr,0,0,0,0,0,0,0,0,0,0,46
13551,busca,0,0,0,0,0,0,0,0,0,0,46
13552,algún,0,0,0,0,0,0,0,0,0,0,46
13553,ser,0,0,0,0,0,0,0,0,0,0,46
13554,humano,0,0,0,0,0,0,0,0,0,1,46
13555,pronto,0,0,0,0,0,0,0,0,0,0,46
13556,llegaron,0,0,0,0,0,0,0,0,0,0,46
13557,proximidades,0,0,0,0,0,0,0,0,0,0,46
13558,embarcación,0,0,0,0,0,0,0,0,0,0,46
13559,allí,0,0,0,0,0,0,0,0,0,0,46
13560,desplomó,0,0,0,0,0,0,0,0,0,0,46
13561,kamala,0,0,0,0,0,0,0,0,0,0,46
13562,incapaz,0,0,0,0,0,1,0,0,1,0,46
13563,seguir,0,0,0,0,0,0,0,0,0,0,46
13564,avanzando,0,0,0,0,0,0,0,0,0,0,46
13565,pequeño,0,0,0,0,0,0,0,0,0,0,46
13566,comenzó,0,0,0,0,0,0,0,0,0,0,46
13567,gritar,2,0,1,2,0,0,2,0,2,0,46
13568,lastimeramente,0,0,0,0,0,0,0,0,0,0,46
13569,tiempo,0,1,0,0,0,0,0,0,0,0,46
13570,besaba,0,0,0,0,0,0,0,0,0,0,46
13571,abrazaba,0,0,0,0,0,0,0,0,0,0,46
13572,madre,0,1,0,0,1,1,0,1,1,1,46
13573,unió,0,0,0,0,0,0,0,0,0,0,46
13574,voces,0,0,0,0,0,0,0,0,0,0,46
13575,auxilio,0,0,0,0,0,0,0,0,0,0,46
13576,hijo,0,0,0,0,0,0,0,0,0,0,46
13577,clamores,0,0,0,0,0,0,0,0,0,0,46
13578,ambos,0,0,0,0,0,0,0,0,0,0,46
13579,llegaron,0,0,0,0,0,0,0,0,0,0,46
13580,oídos,0,0,0,0,0,0,0,0,0,0,46
13581,vasudeva,0,0,0,0,0,0,0,0,0,0,46
13582,hallaba,0,0,0,0,0,0,0,0,0,0,46
13583,pie,0,0,0,0,0,0,0,1,0,0,46
13584,junto,0,0,0,0,0,0,0,0,0,0,46
13585,barca,0,0,0,0,0,0,0,0,0,0,46
13586,corrió,0,0,0,0,0,0,0,0,0,0,46
13587,barquero,0,0,0,0,0,0,0,0,0,0,46
13588,hacia,0,0,0,0,0,0,0,0,0,0,46
13589,tomó,0,0,0,0,0,0,0,0,0,0,46
13590,mujer,0,0,0,0,0,0,0,0,0,0,46
13591,brazos,0,0,0,0,0,0,0,0,0,0,46
13592,condujo,0,0,0,0,0,0,0,0,0,0,46
13593,barca,0,0,0,0,0,0,0,0,0,0,46
13594,seguido,0,0,0,0,0,0,0,0,0,0,46
13595,niño,0,0,0,0,0,0,0,0,0,0,46
13596,después,0,0,0,0,0,0,0,0,0,0,46
13597,llegaron,0,0,0,0,0,0,0,0,0,0,46
13598,cabaña,0,0,0,0,0,0,0,0,0,0,46
13599,siddhartha,0,0,0,0,0,0,0,0,0,0,46
13600,disponía,0,0,0,0,0,0,0,0,0,0,46
13601,encender,0,0,0,0,0,0,0,0,0,0,46
13602,fuego,1,0,0,1,0,0,0,0,1,0,46
13603,hogar,0,0,0,0,0,0,0,0,0,1,46
13604,alzó,0,0,0,0,0,0,0,0,0,0,46
13605,mirada,0,0,0,0,0,0,0,0,0,0,46
13606,vio,0,0,0,0,0,0,0,0,0,0,46
13607,primero,0,0,0,0,0,0,0,0,0,0,46
13608,cara,0,0,0,0,0,0,0,0,0,0,46
13609,niño,0,0,0,0,0,0,0,0,0,0,46
13610,extrañamente,0,0,0,0,0,0,0,0,0,1,46
13611,hizo,0,0,0,0,0,0,0,0,0,0,46
13612,recordar,0,0,0,0,0,0,0,0,0,0,46
13613,cosas,0,0,0,0,0,0,0,0,0,0,46
13614,pasadas,0,0,0,0,0,0,0,0,0,0,46
13615,luego,0,0,0,0,0,0,0,0,0,0,46
13616,vio,0,0,0,0,0,0,0,0,0,0,46
13617,kamala,0,0,0,0,0,0,0,0,0,0,46
13618,reconoció,0,0,0,0,0,0,0,0,0,0,46
13619,instante,0,0,0,0,0,0,0,0,0,0,46
13620,aunque,0,0,0,0,0,0,0,0,0,0,46
13621,desmayada,0,0,0,0,0,0,0,0,0,0,46
13622,brazos,0,0,0,0,0,0,0,0,0,0,46
13623,barquero,0,0,0,0,0,0,0,0,0,0,46
13624,entonces,0,0,0,0,0,0,0,0,0,0,46
13625,cayó,0,0,0,0,0,0,0,0,0,0,46
13626,cuenta,0,0,0,0,0,0,0,1,0,0,46
13627,niño,0,0,0,0,0,0,0,0,0,0,46
13628,cuyo,0,0,0,0,0,0,0,0,0,0,46
13629,rostro,0,0,0,0,0,0,0,0,0,0,46
13630,acababa,0,0,0,0,0,0,0,0,0,0,46
13631,evocar,0,0,0,0,0,0,0,0,0,0,46
13632,tantas,0,0,0,0,0,0,0,0,0,0,46
13633,cosas,0,0,0,0,0,0,0,0,0,0,46
13634,propio,0,0,0,0,0,0,0,0,0,0,46
13635,hijo,0,0,0,0,0,0,0,0,0,0,46
13636,corazón,0,0,0,0,0,0,0,0,0,0,46
13637,dio,0,0,0,0,0,0,0,0,0,0,46
13638,vuelco,0,0,0,0,0,0,0,0,0,0,46
13639,pecho,0,0,0,0,0,0,0,0,0,0,46
13640,lavaron,0,0,0,0,0,0,0,0,0,0,46
13641,herida,1,0,0,1,0,1,0,0,1,0,46
13642,kamala,0,0,0,0,0,0,0,0,0,0,46
13643,negra,0,0,0,0,0,0,0,0,0,0,46
13644,cuerpo,0,0,0,0,0,0,0,0,0,0,46
13645,mujer,0,0,0,0,0,0,0,0,0,0,46
13646,empezó,0,0,0,0,0,0,0,0,0,0,46
13647,hincharse,0,0,0,0,0,0,0,0,0,0,46
13648,administraron,0,0,0,0,0,0,0,0,0,0,46
13649,pócima,0,0,0,0,0,0,0,0,0,0,46
13650,medicinal,0,0,0,0,0,0,0,0,0,0,46
13651,recuperó,0,0,0,0,0,0,0,0,0,0,46
13652,conciencia,0,0,0,0,0,0,0,1,0,1,46
13653,yacía,0,0,0,0,0,0,0,0,0,0,46
13654,camastro,0,0,0,0,0,0,0,0,0,0,46
13655,siddhartha,0,0,0,0,0,0,0,0,0,0,46
13656,cabaña,0,0,0,0,0,0,0,0,0,0,46
13657,hombre,0,0,0,0,0,0,0,0,0,0,46
13658,amara,0,0,0,0,0,0,0,0,0,0,46
13659,tiempos,0,0,0,0,0,0,0,0,0,0,46
13660,hallaba,0,0,0,0,0,0,0,0,0,0,46
13661,inclinado,0,0,0,0,0,0,0,0,0,0,46
13662,creyó,0,0,0,0,0,0,0,0,0,0,46
13663,kamala,0,0,0,0,0,0,0,0,0,0,46
13664,soñando,0,0,0,0,0,0,0,0,0,0,46
13665,sonriendo,0,0,0,0,0,0,0,0,0,0,46
13666,fijó,0,0,0,0,0,0,0,0,0,0,46
13667,largamente,0,0,0,0,0,0,0,0,0,0,46
13668,mirada,0,0,0,0,0,0,0,0,0,0,46
13669,cara,0,0,0,0,0,0,0,0,0,0,46
13670,amigo,0,1,0,0,2,0,0,2,0,2,46
13671,solo,0,0,0,0,0,0,0,0,0,0,46
13672,percatando,0,0,0,0,0,0,0,0,0,0,46
13673,situación,0,0,0,0,0,0,0,0,0,0,46
13674,recordó,0,0,0,0,0,0,0,0,0,0,46
13675,mordedura,0,0,0,0,0,0,0,0,0,0,46
13676,preguntó,0,0,0,0,0,0,0,0,0,0,46
13677,angustiada,0,0,0,0,0,0,0,0,0,0,46
13679,página,0,0,0,0,0,0,0,0,0,0,46
13680,65,0,0,0,0,0,0,0,0,0,0,46
13681,niño,0,0,0,0,0,0,0,0,0,0,46
13682,lado,0,0,0,0,0,0,0,0,0,0,46
13683,temas,0,0,0,0,0,0,0,0,0,0,46
13684,dijo,0,0,0,0,0,0,0,0,0,0,46
13685,siddhartha,0,0,0,0,0,0,0,0,0,0,46
13686,kamala,0,0,0,0,0,0,0,0,0,0,46
13687,miró,0,0,0,0,0,0,0,0,0,0,46
13688,ojos,0,0,0,0,0,0,0,0,0,0,46
13689,luego,0,0,0,0,0,0,0,0,0,0,46
13690,habló,0,0,0,0,0,0,0,0,0,0,46
13691,lengua,0,0,0,0,0,0,0,0,0,0,46
13692,pesada,0,0,0,0,0,0,0,0,0,0,46
13693,paralizada,0,0,0,0,0,0,0,0,0,0,46
13694,veneno,1,0,1,1,0,0,0,0,1,0,46
13695,envejecido,0,0,0,0,0,0,0,0,0,0,46
13696,querido,0,0,0,0,1,0,0,1,0,2,46
13697,dijo,0,0,0,0,0,0,0,0,0,0,46
13698,cabellos,0,0,0,0,0,0,0,0,0,0,46
13699,vuelto,0,0,0,0,0,0,0,0,0,0,46
13700,grises,0,0,0,0,0,0,0,0,0,0,46
13701,aún,0,0,0,0,0,0,0,0,0,0,46
13702,pareces,0,0,0,0,0,0,0,0,0,0,46
13703,joven,0,1,0,0,1,0,1,0,0,1,46
13704,samana,0,0,0,0,0,0,0,0,0,0,46
13705,vestimentas,0,0,0,0,0,0,0,0,0,0,46
13706,pies,0,0,0,0,0,0,0,0,0,0,46
13707,llenos,0,0,0,0,0,0,0,0,0,0,46
13708,polvo,0,0,0,0,0,0,0,0,1,0,46
13709,llegó,0,0,0,0,0,0,0,0,0,0,46
13710,día,0,0,0,0,0,0,0,0,0,0,46
13711,jardín,0,0,0,0,0,0,0,0,0,0,46
13712,asemejas,0,0,0,0,0,0,0,0,0,0,46
13713,ahora,0,0,0,0,0,0,0,0,0,0,46
13714,abandonaste,0,0,0,0,0,0,0,0,0,0,46
13715,kamaswami,0,0,0,0,0,0,0,0,0,0,46
13716,pareces,0,0,0,0,0,0,0,0,0,0,46
13717,ojos,0,0,0,0,0,0,0,0,0,0,46
13718,siddhartha,0,0,0,0,0,0,0,0,0,0,46
13719,ay,0,0,1,1,0,1,0,0,1,0,46
13720,envejecido,0,0,0,0,0,0,0,0,0,0,46
13721,pudiste,0,0,0,0,0,0,0,0,0,0,46
13722,reconocerme,0,0,0,0,0,0,0,0,0,0,46
13723,todavía,0,0,0,0,0,0,0,0,0,0,46
13724,siddhartha,0,0,0,0,0,0,0,0,0,0,46
13725,sonrió,0,0,0,0,0,0,0,0,0,0,46
13726,enseguida,0,0,0,0,0,0,0,0,0,0,46
13727,conocí,0,0,0,0,0,0,0,0,0,0,46
13728,kamala,0,0,0,0,0,0,0,0,0,0,46
13729,amor,0,0,0,0,1,0,0,0,0,1,46
13730,kamala,0,0,0,0,0,0,0,0,0,0,46
13731,señaló,0,0,0,0,0,0,0,0,0,0,46
13732,entonces,0,0,0,0,0,0,0,0,0,0,46
13733,niño,0,0,0,0,0,0,0,0,0,0,46
13734,preguntó,0,0,0,0,0,0,0,0,0,0,46
13735,reconociste,0,0,0,0,0,0,0,0,0,0,46
13736,hijo,0,0,0,0,0,0,0,0,0,0,46
13737,ojos,0,0,0,0,0,0,0,0,0,0,46
13738,nublaron,0,0,0,0,0,0,0,0,0,0,46
13739,cerraron,0,0,0,0,0,0,0,0,0,0,46
13740,niño,0,0,0,0,0,0,0,0,0,0,46
13741,rompió,0,0,0,0,0,0,0,0,0,0,46
13742,llorar,0,0,0,0,0,2,0,0,2,0,46
13743,siddhartha,0,0,0,0,0,0,0,0,0,0,46
13744,sentó,0,0,0,0,0,0,0,0,0,0,46
13745,rodillas,0,0,0,0,0,0,0,0,0,0,46
13746,dejó,0,0,0,0,0,0,0,0,0,0,46
13747,llorar,0,0,0,0,0,2,0,0,2,0,46
13748,acarició,0,0,0,0,0,0,0,0,0,0,46
13749,cabello,0,0,0,0,0,0,0,0,0,0,46
13750,contemplar,0,0,0,0,0,0,0,0,0,0,46
13751,aquel,0,0,0,0,0,0,0,0,0,0,46
13752,rostro,0,0,0,0,0,0,0,0,0,0,46
13753,infantil,1,1,1,1,1,0,1,0,1,1,46
13754,recordó,0,0,0,0,0,0,0,0,0,0,46
13755,plegaria,0,0,0,0,0,0,0,0,0,0,46
13756,brahmánica,0,0,0,0,0,0,0,0,0,0,46
13757,mismo,0,0,0,0,0,0,0,0,0,0,46
13758,aprendiera,0,0,0,0,0,0,0,0,0,0,46
13759,años,0,0,0,0,0,0,0,0,0,0,46
13760,atrás,0,0,0,0,0,0,0,0,0,0,46
13761,primera,0,0,0,0,0,0,0,0,0,0,46
13762,infancia,0,0,0,0,1,0,0,0,0,1,46
13763,empezó,0,0,0,0,0,0,0,0,0,0,46
13764,recitarla,0,0,0,0,0,0,0,0,0,0,46
13765,lentamente,0,0,0,0,0,0,0,0,0,0,46
13766,voz,0,0,0,0,0,0,0,0,0,0,46
13767,cantarina,0,0,0,0,0,0,0,0,0,0,46
13768,palabras,1,0,0,0,0,0,0,0,1,0,46
13769,iban,0,0,0,0,0,0,0,0,0,0,46
13770,afluyendo,0,0,0,0,0,0,0,0,0,0,46
13771,fondo,0,0,0,0,0,1,0,0,1,0,46
13772,pasado,0,0,0,0,0,0,0,0,0,0,46
13773,propia,0,0,0,0,0,0,0,0,0,0,46
13774,niñez,0,0,0,0,0,0,0,0,0,0,46
13775,cantinela,0,0,0,0,0,0,0,0,0,0,46
13776,niño,0,0,0,0,0,0,0,0,0,0,46
13777,calmó,0,0,0,0,0,0,0,0,0,0,46
13778,sollozó,0,0,0,0,0,0,0,0,0,0,46
13779,aún,0,0,0,0,0,0,0,0,0,0,46
13780,par,0,0,0,0,0,0,0,0,0,0,46
13781,veces,0,0,0,0,0,0,0,0,0,0,46
13782,quedó,0,0,0,0,0,0,0,0,0,0,46
13783,dormido,0,0,0,0,0,0,0,0,0,0,46
13784,siddhartha,0,0,0,0,0,0,0,0,0,0,46
13785,acostó,0,0,0,0,0,0,0,0,0,0,46
13786,lecho,0,0,0,0,0,0,0,0,0,0,46
13787,vasudeva,0,0,0,0,0,0,0,0,0,0,46
13788,barquero,0,0,0,0,0,0,0,0,0,0,46
13789,pie,0,0,0,0,0,0,0,1,0,0,46
13790,junto,0,0,0,0,0,0,0,0,0,0,46
13791,hogar,0,0,0,0,0,0,0,0,0,1,46
13792,preparando,0,0,0,0,0,0,0,0,0,0,46
13793,arroz,0,0,0,0,0,0,0,0,0,0,46
13794,siddhartha,0,0,0,0,0,0,0,0,0,0,46
13795,lanzó,0,0,0,0,0,0,0,0,0,0,46
13796,mirada,0,0,0,0,0,0,0,0,0,0,46
13797,amigo,0,1,0,0,2,0,0,2,0,2,46
13798,devolvió,0,0,0,0,0,0,0,0,0,0,46
13799,sonrisa,0,1,0,0,2,0,2,2,0,2,46
13800,morirá,0,0,0,1,0,1,0,0,1,0,46
13801,dijo,0,0,0,0,0,0,0,0,0,0,47
13802,siddhartha,0,0,0,0,0,0,0,0,0,0,47
13803,voz,0,0,0,0,0,0,0,0,0,0,47
13804,baja,0,0,0,0,0,0,0,0,0,0,47
13805,vasudeva,0,0,0,0,0,0,0,0,0,0,47
13806,asintió,0,0,0,0,0,0,0,0,0,0,47
13807,reflejos,0,0,0,0,0,0,0,0,0,0,47
13808,hogar,0,0,0,0,0,0,0,0,0,1,47
13809,iluminaban,0,0,0,0,0,0,0,0,0,0,47
13810,afectuoso,0,0,0,0,0,0,0,0,0,0,47
13811,rostro,0,0,0,0,0,0,0,0,0,0,47
13812,kamala,0,0,0,0,0,0,0,0,0,0,47
13813,recuperó,0,0,0,0,0,0,0,0,0,0,47
13814,conocimiento,0,0,0,0,0,0,0,0,0,3,47
13815,dolor,0,0,1,2,0,7,0,0,7,0,47
13816,contraía,0,0,0,0,0,0,0,0,0,0,47
13817,cara,0,0,0,0,0,0,0,0,0,0,47
13818,siddhartha,0,0,0,0,0,0,0,0,0,0,47
13819,leyó,0,0,0,0,0,0,0,1,0,0,47
13820,sufrimiento,0,0,1,1,0,1,0,0,1,0,47
13821,boca,0,0,0,0,0,0,1,0,0,0,47
13822,pálidas,0,0,0,0,0,0,0,0,0,0,47
13823,mejillas,0,0,0,0,0,0,0,0,0,0,47
13824,pasó,0,0,0,0,0,0,0,0,0,0,47
13825,rato,0,0,0,0,0,0,0,0,0,0,47
13826,observándola,0,0,0,0,0,0,0,0,0,0,47
13827,silencio,0,0,0,0,0,0,0,0,0,1,47
13828,atento,0,0,0,0,0,0,0,1,0,1,47
13829,expectante,0,1,0,0,0,0,0,0,0,0,47
13830,concentrado,0,0,0,0,0,0,0,0,0,0,47
13831,padecimientos,0,0,0,0,0,0,0,0,0,0,47
13832,moribunda,0,0,0,0,0,0,0,0,0,0,47
13833,kamala,0,0,0,0,0,0,0,0,0,0,47
13834,sintió,0,0,0,0,0,0,0,0,0,0,47
13835,mirada,0,0,0,0,0,0,0,0,0,0,47
13836,buscó,0,0,0,0,0,0,0,0,0,0,47
13837,después,0,0,0,0,0,0,0,0,0,0,47
13838,dijo,0,0,0,0,0,0,0,0,0,0,47
13839,mirándolo,0,0,0,0,0,0,0,0,0,0,47
13840,ahora,0,0,0,0,0,0,0,0,0,0,47
13841,veo,0,0,0,0,0,0,0,0,0,0,47
13842,ojos,0,0,0,0,0,0,0,0,0,0,47
13843,cambiado,0,0,0,0,0,0,0,0,0,0,47
13844,totalmente,0,0,0,0,0,0,0,0,0,0,47
13845,distintos,0,0,0,0,0,0,0,0,0,0,47
13846,reconozco,0,0,0,0,0,0,0,0,0,0,47
13847,realmente,0,0,0,0,0,0,0,0,0,0,47
13848,siddhartha,0,0,0,0,0,0,0,0,0,0,47
13849,siddhartha,0,0,0,0,0,0,0,0,0,0,47
13850,replicó,0,0,0,0,0,0,0,0,0,0,47
13851,permaneció,0,0,0,0,0,0,0,0,0,0,47
13852,tranquilos,0,0,0,0,0,0,0,0,0,0,47
13853,ojos,0,0,0,0,0,0,0,0,0,0,47
13854,fijos,0,0,0,0,0,0,0,0,0,0,47
13855,alcanzado,0,0,0,0,0,0,0,0,0,0,47
13856,preguntó,0,0,0,0,0,0,0,0,0,0,47
13857,kamala,0,0,0,0,0,0,0,0,0,0,47
13858,encontrado,0,0,0,0,0,0,0,0,0,0,47
13859,paz,0,1,0,0,1,0,0,1,0,1,47
13860,sonrió,0,0,0,0,0,0,0,0,0,0,47
13861,poniendo,0,0,0,0,0,0,0,0,0,0,47
13862,mano,0,0,0,0,0,0,0,0,0,0,47
13863,veo,0,0,0,0,0,0,0,0,0,0,47
13864,prosiguió,0,0,0,0,0,0,0,0,0,0,47
13865,kamala,0,0,0,0,0,0,0,0,0,0,47
13866,ahora,0,0,0,0,0,0,0,0,0,0,47
13867,doy,0,0,0,0,0,0,0,0,0,0,47
13868,cuenta,0,0,0,0,0,0,0,1,0,0,47
13869,encontraré,0,0,0,0,0,0,0,0,0,0,47
13870,paz,0,1,0,0,1,0,0,1,0,1,47
13871,encontrado,0,0,0,0,0,0,0,0,0,0,47
13872,dijo,0,0,0,0,0,0,0,0,0,0,47
13873,siddhartha,0,0,0,0,0,0,0,0,0,0,47
13874,susurro,0,0,0,0,0,0,0,0,0,0,47
13875,kamala,0,0,0,0,0,0,0,0,0,0,47
13876,miró,0,0,0,0,0,0,0,0,0,0,47
13877,fijamente,0,0,0,0,0,0,0,0,0,0,47
13878,ojos,0,0,0,0,0,0,0,0,0,0,47
13879,recordó,0,0,0,0,0,0,0,0,0,0,47
13880,intención,0,0,0,0,0,0,0,0,0,0,47
13881,peregrinar,0,0,0,0,0,0,0,0,0,0,47
13882,gotama,0,0,0,0,0,0,0,0,0,0,47
13883,contemplar,0,0,0,0,0,0,0,0,0,0,47
13884,rostro,0,0,0,0,0,0,0,0,0,0,47
13885,ser,0,0,0,0,0,0,0,0,0,0,47
13886,perfecto,0,1,0,0,1,0,0,1,0,1,47
13887,respirar,0,0,0,0,0,0,0,0,0,0,47
13888,paz,0,1,0,0,1,0,0,1,0,1,47
13889,lugar,0,0,0,0,0,0,0,0,0,0,47
13890,buda,0,0,0,0,0,0,0,0,0,0,47
13891,encontrado,0,0,0,0,0,0,0,0,0,0,47
13892,siddhartha,0,0,0,0,0,0,0,0,0,0,47
13893,bien,0,0,0,0,0,0,0,0,0,0,47
13894,tan,0,0,0,0,0,0,0,0,0,0,47
13895,bien,0,0,0,0,0,0,0,0,0,0,47
13896,si,0,0,0,0,0,0,0,0,0,0,47
13897,visto,0,0,0,0,0,0,0,0,0,0,47
13898,gotama,0,0,0,0,0,0,0,0,0,0,47
13899,quiso,0,0,0,0,0,0,0,0,0,0,47
13900,decírselo,0,0,0,0,0,0,0,0,0,0,47
13901,lengua,0,0,0,0,0,0,0,0,0,0,47
13903,página,0,0,0,0,0,0,0,0,0,0,47
13904,66,0,0,0,0,0,0,0,0,0,0,47
13905,obedecía,0,0,0,0,0,0,0,0,0,0,47
13906,contempló,0,0,0,0,0,0,0,0,0,0,47
13907,silencio,0,0,0,0,0,0,0,0,0,1,47
13908,vio,0,0,0,0,0,0,0,0,0,0,47
13909,cómo,0,0,0,0,0,0,0,0,0,0,47
13910,vida,0,0,0,0,0,0,0,0,0,0,47
13911,iba,0,0,0,0,0,0,0,0,0,0,47
13912,extinguiendo,0,0,0,0,0,0,0,0,0,0,47
13913,pupilas,0,0,0,0,0,0,0,0,0,0,47
13914,último,0,0,0,0,0,0,0,0,0,0,47
13915,dolor,0,0,1,2,0,7,0,0,7,0,47
13916,dilató,0,0,0,0,0,0,0,0,0,0,47
13917,ojos,0,0,0,0,0,0,0,0,0,0,47
13918,apagárselos,0,0,0,0,0,0,0,0,0,0,47
13919,último,0,0,0,0,0,0,0,0,0,0,47
13920,estremecimiento,0,0,0,1,0,0,0,0,1,0,47
13921,sacudió,0,0,0,0,0,0,0,0,0,0,47
13922,miembros,0,0,0,0,0,0,0,0,0,0,47
13923,siddhartha,0,0,0,0,0,0,0,0,0,0,47
13924,bajó,0,0,0,0,0,0,0,0,0,0,47
13925,párpados,0,0,0,0,0,0,0,0,0,0,47
13926,dedo,0,0,0,0,0,0,0,0,0,0,47
13927,largo,0,1,0,0,0,0,0,0,0,0,47
13928,rato,0,0,0,0,0,0,0,0,0,0,47
13929,permaneció,0,0,0,0,0,0,0,0,0,0,47
13930,allí,0,0,0,0,0,0,0,0,0,0,47
13931,sentado,0,0,0,0,0,0,0,0,0,0,47
13932,contemplando,0,0,0,0,0,0,0,0,0,0,47
13933,rostro,0,0,0,0,0,0,0,0,0,0,47
13934,muerta,0,0,0,0,0,0,0,0,0,0,47
13935,largo,0,1,0,0,0,0,0,0,0,0,47
13936,rato,0,0,0,0,0,0,0,0,0,0,47
13937,contempló,0,0,0,0,0,0,0,0,0,0,47
13938,boca,0,0,0,0,0,0,1,0,0,0,47
13939,boca,0,0,0,0,0,0,1,0,0,0,47
13940,vieja,0,0,0,0,0,0,0,0,0,0,47
